Subject Head_Dist.cm Time Trial Message L_Pupil_Diameter.mm L_Event R_Pupil_Diameter.mm R_Event
11 70 147458855 1 StartTracking.bmp NA NA NA NA
11 70 147462602 1 NA 5.9127 Fixation 5.9225 Fixation
11 70 147466605 1 NA 5.9147 Fixation 5.9168 Fixation
11 70 147470612 1 NA 5.9235 Fixation 5.9203 Fixation
11 70 147474619 1 NA 5.9264 Fixation 5.92 Fixation
11 70 147476869 1 Fixation NA NA NA NA
11 70 147478626 1 NA 5.9344 Fixation 5.9223 Fixation
11 70 147482633 1 NA 5.9335 Fixation 5.9215 Fixation
11 70 147486639 1 NA 5.9396 Fixation 5.9226 Fixation
11 70 147490646 1 NA 5.9455 Fixation 5.926 Fixation
11 70 147494653 1 NA 5.943 Fixation 5.9242 Fixation
11 70 147498660 1 NA 5.9301 Fixation 5.9228 Fixation
11 70 147502667 1 NA 5.9249 Fixation 5.9242 Fixation
11 70 147506674 1 NA 5.9159 Fixation 5.9258 Fixation
11 70 147510674 1 NA 5.9111 Fixation 5.9263 Fixation
11 70 147514675 1 NA 5.906 Fixation 5.9273 Fixation
11 70 147518676 1 NA 5.9149 Fixation 5.9209 Fixation
11 70 147522677 1 NA 5.9138 Fixation 5.9033 Fixation
11 70 147526678 1 NA 5.9193 Fixation 5.893 Fixation
11 70 147530678 1 NA 5.928 Fixation 5.8891 Fixation
11 70 147534679 1 NA 5.9407 Fixation 5.8821 Fixation
11 70 147538680 1 NA 5.9492 Fixation 5.8773 Fixation
11 70 147542681 1 NA 5.9599 Fixation 5.8754 Fixation
11 70 147546681 1 NA 5.9699 Fixation 5.8657 Fixation
11 70 147550682 1 NA 5.9725 Fixation 5.8628 Fixation
11 70 147554683 1 NA 5.9703 Fixation 5.858 Fixation
11 70 147558684 1 NA 5.9658 Fixation 5.8564 Fixation
11 70 147562684 1 NA 5.9664 Fixation 5.8554 Fixation
11 70 147566685 1 NA 5.9702 Fixation 5.8629 Fixation
11 70 147570686 1 NA 5.9679 Fixation 5.862 Fixation
11 70 147574687 1 NA 5.9677 Fixation 5.8643 Fixation
11 70 147578687 1 NA 5.9717 Fixation 5.864 Fixation
11 70 147582688 1 NA 5.9769 Fixation 5.8693 Fixation
11 70 147586689 1 NA 5.9764 Fixation 5.8629 Fixation
11 70 147590690 1 NA 5.9744 Fixation 5.8621 Fixation
11 70 147594691 1 NA 5.9763 Fixation 5.8512 Fixation
11 70 147598691 1 NA 5.9696 Fixation 5.8449 Fixation
11 70 147602692 1 NA 5.9695 Fixation 5.8417 Fixation
11 70 147606693 1 NA 5.9834 Fixation 5.8398 Fixation
11 70 147610694 1 NA 5.9892 Fixation 5.8421 Fixation
11 70 147614694 1 NA 5.9892 Fixation 5.8341 Fixation
11 70 147618695 1 NA 5.9966 Fixation 5.837 Fixation
11 70 147622696 1 NA 6.0038 Fixation 5.8284 Fixation
11 70 147626697 1 NA 6.0019 Fixation 5.8232 Fixation
11 70 147630697 1 NA 6.0081 Fixation 5.8236 Fixation
11 70 147634698 1 NA 6.0069 Fixation 5.8162 Fixation
11 70 147638699 1 NA 6.016 Fixation 5.8076 Fixation
11 70 147642700 1 NA 6.0182 Fixation 5.8052 Fixation
11 70 147646700 1 NA 6.0184 Fixation 5.7972 Fixation
11 70 147650701 1 NA 6.0187 Fixation 5.7947 Fixation
11 70 147654702 1 NA 6.0145 Fixation 5.7871 Fixation
11 70 147658703 1 NA 6.0208 Fixation 5.7825 Fixation
11 70 147662704 1 NA 6.0287 Fixation 5.7713 Fixation
11 70 147666704 1 NA 6.0354 Fixation 5.7687 Fixation
11 70 147670705 1 NA 6.0451 Fixation 5.7569 Fixation
11 70 147674704 1 NA 6.0513 Fixation 5.7491 Fixation
11 70 147678703 1 NA 6.0569 Fixation 5.7464 Fixation
11 70 147682702 1 NA 6.0624 Fixation 5.7387 Fixation
11 70 147686701 1 NA 6.071 Fixation 5.729 Fixation
11 70 147690700 1 NA 6.0783 Fixation 5.7229 Fixation
11 70 147694698 1 NA 6.0856 Fixation 5.7154 Fixation
11 70 147698697 1 NA 6.0889 Fixation 5.7055 Fixation
11 70 147702696 1 NA 6.094 Fixation 5.7091 Fixation
11 70 147706695 1 NA 6.101 Fixation 5.7084 Fixation
11 70 147710694 1 NA 6.1048 Fixation 5.7065 Fixation
11 70 147714692 1 NA 6.1028 Fixation 5.7147 Fixation
11 70 147718690 1 NA 6.1082 Fixation 5.7201 Fixation
11 70 147722689 1 NA 6.1056 Fixation 5.7204 Fixation
11 70 147726687 1 NA 6.1055 Fixation 5.713 Fixation
11 70 147730686 1 NA 6.096 Fixation 5.709 Fixation
11 70 147734684 1 NA 6.0937 Fixation 5.7036 Fixation
11 70 147738682 1 NA 6.093 Fixation 5.6901 Fixation
11 70 147742681 1 NA 6.0937 Fixation 5.6798 Fixation
11 70 147746679 1 NA 6.0919 Fixation 5.6769 Fixation
11 70 147750678 1 NA 6.0923 Fixation 5.6809 Fixation
11 70 147754676 1 NA 6.0953 Fixation 5.6742 Saccade
11 70 147758674 1 NA 6.0934 Saccade 5.6732 Fixation
11 70 147762673 1 NA 6.0883 Fixation 5.6708 Fixation
11 70 147766671 1 NA 6.0869 Fixation 5.685 Fixation
11 70 147770670 1 NA 6.0804 Fixation 5.6902 Fixation
11 70 147774668 1 NA 6.0752 Fixation 5.7002 Fixation
11 70 147778666 1 NA 6.0662 Fixation 5.7023 Fixation
11 70 147782665 1 NA 6.0588 Fixation 5.7064 Fixation
11 70 147786663 1 NA 6.0504 Fixation 5.7141 Fixation
11 70 147790661 1 NA 6.0444 Fixation 5.718 Fixation
11 70 147794660 1 NA 6.0448 Fixation 5.7297 Fixation
11 70 147798658 1 NA 6.0473 Fixation 5.7266 Fixation
11 70 147802657 1 NA 6.0427 Fixation 5.7296 Fixation
11 70 147806655 1 NA 6.0413 Fixation 5.7327 Fixation
11 70 147810653 1 NA 6.032 Fixation 5.7382 Fixation
11 70 147814652 1 NA 6.0231 Fixation 5.7403 Fixation
11 70 147818650 1 NA 6.0144 Fixation 5.7383 Fixation
11 70 147822649 1 NA 6.0076 Fixation 5.7405 Fixation
11 70 147826647 1 NA 6.006 Fixation 5.7484 Fixation
11 70 147830645 1 NA 6.0077 Fixation 5.7558 Fixation
11 70 147834644 1 NA 6.0149 Fixation 5.7565 Fixation
11 70 147838642 1 NA 6.0217 Fixation 5.7548 Fixation
11 70 147842641 1 NA 6.0192 Fixation 5.7501 Fixation
11 70 147846639 1 NA 6.0148 Fixation 5.7413 Fixation
11 70 147850637 1 NA 6.0097 Fixation 5.7367 Fixation
11 70 147854636 1 NA 6.0085 Fixation 5.7402 Fixation
11 70 147858634 1 NA 6.0131 Fixation 5.7389 Fixation
11 70 147862633 1 NA 6.0131 Fixation 5.7328 Fixation
11 70 147866631 1 NA 6.0128 Fixation 5.7278 Fixation
11 70 147870629 1 NA 6.0121 Fixation 5.7211 Fixation
11 70 147874628 1 NA 6.0118 Fixation 5.7227 Fixation
11 70 147878625 1 NA 6.0091 Fixation 5.7217 Fixation
11 70 147882621 1 NA 6.0138 Fixation 5.7194 Fixation
11 70 147886618 1 NA 6.0197 Fixation 5.7131 Fixation
11 70 147890615 1 NA 6.0244 Fixation 5.7136 Fixation
11 70 147894612 1 NA 6.0215 Fixation 5.7064 Fixation
11 70 147898608 1 NA 6.0264 Fixation 5.7028 Fixation
11 70 147902605 1 NA 6.0319 Fixation 5.6941 Fixation
11 70 147906602 1 NA 6.0334 Fixation 5.6867 Fixation
11 70 147910598 1 NA 6.0315 Fixation 5.6896 Fixation
11 70 147914594 1 NA 6.0342 Fixation 5.6858 Fixation
11 70 147918590 1 NA 6.0378 Fixation 5.6881 Fixation
11 70 147922586 1 NA 6.0416 Fixation 5.6903 Fixation
11 70 147926583 1 NA 6.0434 Fixation 5.6887 Fixation
11 70 147930579 1 NA 6.0462 Fixation 5.6976 Fixation
11 70 147934575 1 NA 6.0493 Fixation 5.7049 Fixation
11 70 147938571 1 NA 6.0542 Fixation 5.7053 Fixation
11 70 147942567 1 NA 6.0572 Fixation 5.7073 Fixation
11 70 147946563 1 NA 6.0532 Fixation 5.7123 Fixation
11 70 147950559 1 NA 6.0482 Fixation 5.7101 Fixation
11 70 147954555 1 NA 6.0419 Fixation 5.7066 Fixation
11 70 147958551 1 NA 6.0398 Fixation 5.7196 Fixation
11 70 147962548 1 NA 6.0334 Fixation 5.7207 Fixation
11 70 147966544 1 NA 6.0275 Fixation 5.72 Fixation
11 70 147970540 1 NA 6.0278 Fixation 5.7263 Fixation
11 70 147974536 1 NA 6.0177 Fixation 5.7272 Fixation
11 70 147978532 1 NA 6.017 Fixation 5.7276 Fixation
11 70 147982528 1 NA 6.0146 Fixation 5.7383 Fixation
11 70 147986524 1 NA 6.0153 Fixation 5.7503 Fixation
11 70 147990520 1 NA 6.0063 Fixation 5.7485 Fixation
11 70 147994516 1 NA 6.0048 Fixation 5.7567 Fixation
11 70 147998513 1 NA 6.009 Fixation 5.7448 Fixation
11 70 148002509 1 NA 6.0142 Fixation 5.7399 Fixation
11 70 148006505 1 NA 6.0236 Fixation 5.7327 Fixation
11 70 148010501 1 NA 6.0254 Fixation 5.7345 Fixation
11 70 148014497 1 NA 6.0329 Fixation 5.7352 Fixation
11 70 148018493 1 NA 6.04 Fixation 5.7336 Fixation
11 70 148022489 1 NA 6.0421 Fixation 5.7317 Fixation
11 70 148026485 1 NA 6.0376 Fixation 5.7312 Fixation
11 70 148030481 1 NA 6.0307 Fixation 5.7227 Fixation
11 70 148034478 1 NA 6.0296 Fixation 5.7223 Fixation
11 70 148038474 1 NA 6.0307 Fixation 5.7174 Fixation
11 70 148042470 1 NA 6.0272 Fixation 5.7183 Fixation
11 70 148046466 1 NA 6.023 Fixation 5.7179 Fixation
11 70 148050462 1 NA 6.0244 Fixation 5.7283 Fixation
11 70 148054458 1 NA 6.0195 Fixation 5.7423 Fixation
11 70 148058454 1 NA 6.0133 Fixation 5.7583 Fixation
11 70 148062450 1 NA 6.0057 Fixation 5.7695 Fixation
11 70 148066446 1 NA 6.0063 Fixation 5.7773 Fixation
11 70 148070442 1 NA 6.001 Fixation 5.7875 Fixation
11 70 148074439 1 NA 5.9882 Fixation 5.7967 Fixation
11 70 148078435 1 NA 5.9785 Fixation 5.7986 Fixation
11 70 148082431 1 NA 5.9733 Fixation 5.8078 Fixation
11 70 148086427 1 NA 5.9636 Fixation 5.8121 Fixation
11 70 148090423 1 NA 5.9566 Fixation 5.8146 Fixation
11 70 148094419 1 NA 5.9529 Fixation 5.8233 Fixation
11 70 148098415 1 NA 5.939 Fixation 5.8283 Fixation
11 70 148102411 1 NA 5.926 Fixation 5.8381 Fixation
11 70 148106407 1 NA 5.9156 Fixation 5.8434 Fixation
11 70 148110407 1 NA 5.9126 Fixation 5.8496 Fixation
11 70 148114406 1 NA 5.9124 Fixation 5.8505 Fixation
11 70 148118406 1 NA 5.9179 Fixation 5.8476 Fixation
11 70 148122406 1 NA 5.9251 Fixation 5.8384 Fixation
11 70 148126406 1 NA 5.9373 Fixation 5.8232 Fixation
11 70 148130405 1 NA 5.9401 Fixation 5.8169 Fixation
11 70 148134405 1 NA 5.9441 Fixation 5.8047 Fixation
11 70 148138405 1 NA 5.944 Fixation 5.792 Fixation
11 70 148142405 1 NA 5.9468 Fixation 5.7831 Fixation
11 70 148146404 1 NA 5.9439 Fixation 5.7779 Fixation
11 70 148150404 1 NA 5.9437 Fixation 5.7721 Fixation
11 70 148154404 1 NA 5.9356 Fixation 5.7706 Fixation
11 70 148158404 1 NA 5.9298 Fixation 5.7726 Fixation
11 70 148162404 1 NA 5.9309 Fixation 5.7822 Fixation
11 70 148166403 1 NA 5.9237 Fixation 5.7941 Fixation
11 70 148170403 1 NA 5.916 Fixation 5.8048 Fixation
11 70 148174403 1 NA 5.9095 Fixation 5.8243 Fixation
11 70 148178403 1 NA 5.9022 Fixation 5.838 Fixation
11 70 148182402 1 NA 5.9026 Fixation 5.8462 Fixation
11 70 148186402 1 NA 5.896 Fixation 5.8623 Fixation
11 70 148190402 1 NA 5.8926 Fixation 5.8735 Fixation
11 70 148194402 1 NA 5.8835 Fixation 5.8835 Fixation
11 70 148198401 1 NA 5.8824 Fixation 5.8931 Fixation
11 70 148202401 1 NA 5.8775 Fixation 5.8992000000000004 Fixation
11 70 148206401 1 NA 5.8765 Fixation 5.8981 Fixation
11 70 148210401 1 NA 5.8762 Fixation 5.8936 Fixation
11 70 148214401 1 NA 5.8745 Fixation 5.8895 Fixation
11 70 148218400 1 NA 5.8826 Fixation 5.8792 Fixation
11 70 148222400 1 NA 5.8896 Fixation 5.8703 Fixation
11 70 148226400 1 NA 5.9003 Fixation 5.863 Fixation
11 70 148230400 1 NA 5.9055 Fixation 5.8585 Fixation
11 70 148234399 1 NA 5.9158 Fixation 5.8531 Fixation
11 70 148238399 1 NA 5.9213 Fixation 5.8483 Fixation
11 70 148242399 1 NA 5.9231 Fixation 5.8507 Fixation
11 70 148246399 1 NA 5.9333 Fixation 5.8487 Fixation
11 70 148250398 1 NA 5.9365 Fixation 5.8577 Fixation
11 70 148254398 1 NA 5.9256 Fixation 5.8595 Fixation
11 70 148258398 1 NA 5.9146 Fixation 5.8742 Fixation
11 70 148262398 1 NA 5.9092 Fixation 5.8873 Fixation
11 70 148266397 1 NA 5.9058 Fixation 5.8938 Fixation
11 70 148270397 1 NA 5.9118 Fixation 5.8919 Fixation
11 70 148274397 1 NA 5.9017 Fixation 5.8983 Fixation
11 70 148278397 1 NA 5.8972 Fixation 5.9037 Fixation
11 70 148282397 1 NA 5.893 Fixation 5.9032 Fixation
11 70 148286396 1 NA 5.8969 Fixation 5.8984 Fixation
11 70 148290396 1 NA 5.9005 Fixation 5.9039 Fixation
11 70 148294396 1 NA 5.9022 Fixation 5.9126 Fixation
11 70 148298396 1 NA 5.9023 Fixation 5.9047 Fixation
11 70 148302396 1 NA 5.9008 Fixation 5.8941 Fixation
11 70 148306396 1 NA 5.8955 Fixation 5.8999 Fixation
11 70 148310395 1 NA 5.9026 Fixation 5.9026 Fixation
11 70 148314395 1 NA 5.8952 Fixation 5.9076 Fixation
11 70 148318395 1 NA 5.8945 Fixation 5.9055 Fixation
11 70 148322395 1 NA 5.893 Fixation 5.9071 Fixation
11 70 148326395 1 NA 5.901 Fixation 5.9116 Fixation
11 70 148330395 1 NA 5.9027 Fixation 5.9116 Fixation
11 70 148334395 1 NA 5.912 NA 5.9195 Fixation
11 70 148338395 1 NA 5.896 NA 5.9052 NA
11 70 148342395 1 NA 5.8673 NA 5.8695 NA
11 70 148346395 1 NA 5.8327 NA 5.8311 NA
11 70 148350395 1 NA 5.7869 NA 0 Blink
11 70 148354395 1 NA 0 Blink 0 Blink
11 70 148358395 1 NA 0 Blink 0 Blink
11 70 148362395 1 NA 0 Blink 0 Blink
11 70 148366395 1 NA 0 Blink 0 Blink
11 70 148370395 1 NA 0 Blink 0 Blink
11 70 148374395 1 NA 0 Blink 0 Blink
11 70 148378395 1 NA 0 Blink 0 Blink
11 70 148382394 1 NA 0 Blink 0 Blink
11 70 148386394 1 NA 0 Blink 0 Blink
11 70 148390394 1 NA 0 Blink 0 Blink
11 70 148394394 1 NA 0 Blink 0 Blink
11 70 148398394 1 NA 0 Blink 0 Blink
11 70 148402394 1 NA 0 Blink 0 Blink
11 70 148406394 1 NA 0 Blink 0 Blink
11 70 148410394 1 NA 0 Blink 0 Blink
11 70 148414394 1 NA 0 Blink 0 Blink
11 70 148418394 1 NA 0 Blink 0 Blink
11 70 148422394 1 NA 0 Blink 0 Blink
11 70 148426394 1 NA 0 Blink 0 Blink
11 70 148430394 1 NA 0 Blink 0 Blink
11 70 148434394 1 NA 0 Blink 5.6866 Blink
11 70 148438394 1 NA 0 Blink 5.6238 Saccade
11 70 148442394 1 NA 5.5881 Blink 0 Saccade
11 70 148446394 1 NA 0 Blink 5.6134 Saccade
11 70 148450394 1 NA 5.4937 Blink 5.6136 Saccade
11 70 148454393 1 NA 5.4648 Blink 5.6179 Saccade
11 70 148458393 1 NA 5.4611 Blink 5.6177 Saccade
11 70 148462393 1 NA 5.4702 Blink 5.6142 Saccade
11 70 148466393 1 NA 5.4907 Saccade 5.6481 Saccade
11 70 148470393 1 NA 5.5266 Saccade 5.6615 Saccade
11 70 148474393 1 NA 5.5742 Saccade 5.6876 Saccade
11 70 148478393 1 NA 5.6099 Saccade 5.6963 Saccade
11 70 148482393 1 NA 5.6288 Saccade 5.7148 Saccade
11 70 148486393 1 NA 5.6572 Saccade 5.7232 Saccade
11 70 148490391 1 NA 5.6817 Saccade 5.7283 Saccade
11 70 148494388 1 NA 5.7029 Saccade 5.7385 Saccade
11 70 148498386 1 NA 5.7319 Saccade 5.7538 Saccade
11 70 148502384 1 NA 5.7774 Saccade 5.7703 Saccade
11 70 148506381 1 NA 0 Saccade 5.7813 Saccade
11 70 148510380 1 NA 5.7953 Saccade 5.7956 Saccade
11 70 148514379 1 NA 5.8103 Saccade 5.8141 Saccade
11 70 148518378 1 NA 5.8257 Saccade 5.8299 Saccade
11 70 148522376 1 NA 5.8383 Saccade 5.8408 Saccade
11 70 148526375 1 NA 5.8521 Saccade 5.8566 Saccade
11 70 148530374 1 NA 5.8587 Saccade 5.8641 Saccade
11 70 148534373 1 NA 5.8693 Saccade 5.8764 Saccade
11 70 148538372 1 NA 5.8832 Saccade 5.8845 Saccade
11 70 148542370 1 NA 5.9019 Saccade 5.8934 Saccade
11 70 148546369 1 NA 5.9116 Saccade 5.9028 Fixation
11 70 148550368 1 NA 5.9163 Saccade 5.9166 Fixation
11 70 148554367 1 NA 5.9266 Fixation 5.9201 Fixation
11 70 148558365 1 NA 5.9321 Fixation 5.9375 Fixation
11 70 148562364 1 NA 5.9347 Fixation 5.9381 Fixation
11 70 148566363 1 NA 5.9421 Fixation 5.9359 Fixation
11 70 148570362 1 NA 5.9423 Fixation 5.9423 Fixation
11 70 148574360 1 NA 5.9414 Fixation 5.9431 Fixation
11 70 148578359 1 NA 5.9486 Fixation 5.9504 Fixation
11 70 148582358 1 NA 5.9561 Fixation 5.9516 Fixation
11 70 148586357 1 NA 5.9573 Fixation 5.9492 Fixation
11 70 148590355 1 NA 5.9637 Fixation 5.9488 Fixation
11 70 148594354 1 NA 5.964 Fixation 5.9454 Fixation
11 70 148598353 1 NA 5.9656 Fixation 5.9529 Fixation
11 70 148602352 1 NA 5.9686 Fixation 5.955 Fixation
11 70 148606351 1 NA 5.9684 Fixation 5.9555 Fixation
11 70 148610349 1 NA 5.9655 Fixation 5.9538 Fixation
11 70 148614348 1 NA 5.966 Fixation 5.9608 Fixation
11 70 148618347 1 NA 5.9645 Fixation 5.9684 Fixation
11 70 148622346 1 NA 5.9653 Fixation 5.9641 Fixation
11 70 148626344 1 NA 5.9654 Fixation 5.9759 Fixation
11 70 148630343 1 NA 5.9628 Fixation 5.9761 Fixation
11 70 148634342 1 NA 5.9639 Fixation 5.9813 Saccade
11 70 148638341 1 NA 5.9624 Fixation 5.9896 Fixation
11 70 148642339 1 NA 5.9642 Fixation 6.0003 Fixation
11 70 148646338 1 NA 5.9716 Fixation 6.0044 Fixation
11 70 148650337 1 NA 5.967 Fixation 6.0156 Fixation
11 70 148654336 1 NA 5.9677 Fixation 6.03 Fixation
11 70 148658334 1 NA 5.9723 Fixation 6.0337 Fixation
11 70 148662333 1 NA 5.9727 Fixation 6.0357 Fixation
11 70 148666332 1 NA 5.9711 Fixation 6.035 Fixation
11 70 148670331 1 NA 5.9626 Fixation 6.0532 Fixation
11 70 148674330 1 NA 5.9488 Fixation 6.0715 Fixation
11 70 148678328 1 NA 5.9359 Fixation 6.0796 Fixation
11 70 148682327 1 NA 5.9251 Fixation 6.0914 Fixation
11 70 148686326 1 NA 5.919 Fixation 6.1111 Fixation
11 70 148690325 1 NA 5.9134 Fixation 6.1218 Fixation
11 70 148694324 1 NA 5.9092 Fixation 6.1288 Fixation
11 70 148698323 1 NA 5.9053 Fixation 6.1286 Fixation
11 70 148702323 1 NA 5.9041 Fixation 6.1282 Fixation
11 70 148706322 1 NA 5.9052 Fixation 6.1158 Fixation
11 70 148710322 1 NA 5.9026 Fixation 6.1162 Fixation
11 70 148714321 1 NA 5.9032 Fixation 6.1224 Fixation
11 70 148718321 1 NA 5.9054 Fixation 6.1223 Fixation
11 70 148722321 1 NA 5.9063 Fixation 6.1223 Fixation
11 70 148726320 1 NA 5.9095 Fixation 6.1066 Fixation
11 70 148730320 1 NA 5.9158 Fixation 6.1023 Fixation
11 70 148734319 1 NA 5.9202 Fixation 6.0905 Fixation
11 70 148738319 1 NA 5.9278 Fixation 6.0893 Fixation
11 70 148742318 1 NA 5.9339 Fixation 6.0893 Fixation
11 70 148746318 1 NA 5.9326 Fixation 6.0926 Fixation
11 70 148750317 1 NA 5.9316 Fixation 6.1025 Fixation
11 70 148754317 1 NA 5.9252 Fixation 6.1058 Fixation
11 70 148758317 1 NA 5.9254 Fixation 6.1073 Fixation
11 70 148762316 1 NA 5.921 Fixation 6.1058 Fixation
11 70 148766316 1 NA 5.9266 Fixation 6.1022 Fixation
11 70 148770315 1 NA 5.9276 Fixation 6.0998 Fixation
11 70 148774315 1 NA 5.9291 Fixation 6.0956 Fixation
11 70 148778314 1 NA 5.9266 Fixation 6.0946 Fixation
11 70 148782314 1 NA 5.9247 Fixation 6.0795 Fixation
11 70 148786313 1 NA 5.9297 Fixation 6.0823 Fixation
11 70 148790313 1 NA 5.9323 Fixation 6.0772 Fixation
11 70 148794312 1 NA 5.9311 Fixation 6.068 Fixation
11 70 148798312 1 NA 5.9303 Fixation 6.0621 Fixation
11 70 148802312 1 NA 5.9302 Fixation 6.0643 Fixation
11 70 148806311 1 NA 5.9344 Fixation 6.059 Fixation
11 70 148810311 1 NA 5.9357 Fixation 6.0592 Fixation
11 70 148814310 1 NA 5.9345 Fixation 6.0454 Fixation
11 70 148818310 1 NA 5.9328 Fixation 6.0421 Fixation
11 70 148822309 1 NA 5.9345 Fixation 6.0454 Fixation
11 70 148826309 1 NA 5.9337 Fixation 6.0523 Fixation
11 70 148830308 1 NA 5.9327 Fixation 6.0552 Fixation
11 70 148834308 1 NA 5.9363 Fixation 6.0466 Fixation
11 70 148838308 1 NA 5.9391 Fixation 6.043 Fixation
11 70 148842307 1 NA 5.9376 Fixation 6.0406 Fixation
11 70 148846307 1 NA 5.9436 Fixation 6.034 Fixation
11 70 148850306 1 NA 5.9405 Fixation 6.0455 Fixation
11 70 148854306 1 NA 5.9405 Fixation 6.0374 Fixation
11 70 148858305 1 NA 5.944 Fixation 6.0385 Fixation
11 70 148862305 1 NA 5.9469 Fixation 6.0418 Fixation
11 70 148866304 1 NA 5.9478 Fixation 6.038 Fixation
11 70 148870304 1 NA 5.9529 Fixation 6.0292 Fixation
11 70 148874304 1 NA 5.9558 Fixation 6.0287 Fixation
11 70 148878303 1 NA 5.9545 Fixation 6.0264 Fixation
11 70 148882303 1 NA 5.9648 Fixation 6.0241 Fixation
11 70 148886302 1 NA 5.965 Fixation 6.0192 Fixation
11 70 148890302 1 NA 5.965 Fixation 6.022 Fixation
11 70 148894301 1 NA 5.9683 Fixation 6.0149 Fixation
11 70 148898302 1 NA 5.9685 Fixation 6.0067 Fixation
11 70 148902303 1 NA 5.9714 Fixation 6.0005 Fixation
11 70 148906304 1 NA 5.9716 Fixation 5.9959 Fixation
11 70 148910306 1 NA 5.9765 Fixation 5.9918 Fixation
11 70 148914307 1 NA 5.9776 Fixation 5.991 Fixation
11 70 148918308 1 NA 5.9881 Fixation 5.9896 Fixation
11 70 148922310 1 NA 5.9909 Fixation 5.9887 Fixation
11 70 148926311 1 NA 5.9928 Fixation 5.9931 Fixation
11 70 148930313 1 NA 5.9941 Fixation 5.9946 Fixation
11 70 148934314 1 NA 5.9984 Fixation 5.9945 Fixation
11 70 148938315 1 NA 5.993 Fixation 6 Fixation
11 70 148942317 1 NA 5.9862 Fixation 6.0055 Fixation
11 70 148946318 1 NA 5.9787 Fixation 6.019 Fixation
11 70 148950319 1 NA 5.9725 Fixation 6.0275 Fixation
11 70 148954321 1 NA 5.9678 Fixation 6.0265 Fixation
11 70 148958322 1 NA 5.967 Fixation 6.0275 Fixation
11 70 148962324 1 NA 5.9651 Fixation 6.0275 Fixation
11 70 148966325 1 NA 5.967 Fixation 6.0334 Fixation
11 70 148970326 1 NA 5.9655 Fixation 6.0384 Fixation
11 70 148974328 1 NA 5.9686 Fixation 6.0437 Fixation
11 70 148978329 1 NA 5.9661 Fixation 6.0445 Fixation
11 70 148982330 1 NA 5.966 Fixation 6.0394 Fixation
11 70 148986332 1 NA 5.9663 Fixation 6.0374 Fixation
11 70 148990333 1 NA 5.9705 Fixation 6.0399 Fixation
11 70 148994335 1 NA 5.9724 Fixation 6.0394 Fixation
11 70 148998336 1 NA 5.9761 Fixation 6.0286 Fixation
11 70 149002337 1 NA 5.9801 Fixation 6.0245 Fixation
11 70 149006339 1 NA 5.9885 Fixation 6.0188 Fixation
11 70 149010340 1 NA 5.9953 Fixation 6.0208 Fixation
11 70 149014342 1 NA 5.9925 Fixation 6.0285 Fixation
11 70 149018343 1 NA 5.9864 Fixation 6.0348 Fixation
11 70 149022344 1 NA 5.9872 Fixation 6.0454 Fixation
11 70 149026346 1 NA 5.9767 Fixation 6.0536 Fixation
11 70 149030347 1 NA 5.9705 Fixation 6.0656 Fixation
11 70 149034348 1 NA 5.9623 Fixation 6.0752 Fixation
11 70 149038350 1 NA 5.955 Fixation 6.0869 Fixation
11 70 149042351 1 NA 5.9455 Fixation 6.1035 Fixation
11 70 149046353 1 NA 5.9426 Fixation 6.1165 Fixation
11 70 149050354 1 NA 5.9418 Fixation 6.1233 Fixation
11 70 149054355 1 NA 5.9453 Fixation 6.1286 Fixation
11 70 149058357 1 NA 5.9442 Fixation 6.1326 Fixation
11 70 149062358 1 NA 5.9401 Fixation 6.1316 Fixation
11 70 149066359 1 NA 5.9355 Fixation 6.1351 Fixation
11 70 149070361 1 NA 5.9339 Fixation 6.1399 Fixation
11 70 149074362 1 NA 5.939 Fixation 6.14 Fixation
11 70 149078364 1 NA 5.9395 Fixation 6.1418 Fixation
11 70 149082365 1 NA 5.943 Fixation 6.1452 Fixation
11 70 149086366 1 NA 5.9497 Fixation 6.1456 Fixation
11 70 149090368 1 NA 5.9592 Fixation 6.1456 Fixation
11 70 149094369 1 NA 5.9599 Fixation 6.144 Fixation
11 70 149098370 1 NA 5.9577 Fixation 6.1497 Fixation
11 70 149102367 1 NA 5.9538 Fixation 6.1517 Fixation
11 70 149106364 1 NA 5.9485 Fixation 6.1562 Fixation
11 70 149110358 1 NA 5.945 Fixation 6.1621 Fixation
11 70 149114352 1 NA 5.9389 Fixation 6.162 Fixation
11 70 149118346 1 NA 5.9354 Fixation 6.1662 Fixation
11 70 149122340 1 NA 5.9366 Fixation 6.1704 Fixation
11 70 149126334 1 NA 5.9397 Fixation 6.1702 Fixation
11 70 149130328 1 NA 5.9381 Fixation 6.1705 Fixation
11 70 149134322 1 NA 5.9415 Fixation 6.1757 Fixation
11 70 149138315 1 NA 5.9505 Fixation 6.1815 Fixation
11 70 149142309 1 NA 5.9547 Fixation 6.1802 Fixation
11 70 149146303 1 NA 5.958 Fixation 6.1759 Fixation
11 70 149150297 1 NA 5.9638 Fixation 6.1778 Fixation
11 70 149154291 1 NA 5.9674 Fixation 6.1741 Fixation
11 70 149158285 1 NA 5.9706 Fixation 6.172 Fixation
11 70 149162279 1 NA 5.9742 Fixation 6.1717 Fixation
11 70 149166273 1 NA 5.976 Fixation 6.1767 Fixation
11 70 149170267 1 NA 5.9767 Fixation 6.1712 Fixation
11 70 149174260 1 NA 5.9713 Fixation 6.1724 Fixation
