Subject Head_Dist.cm Time Trial Message L_Pupil_Diameter.mm L_Event R_Pupil_Diameter.mm R_Event
11 70 161056922 1 NA 6.1334 Fixation 6.1794 Saccade
11 70 161060925 1 NA 6.1538 Fixation 6.1945 Saccade
11 70 161064927 1 NA 6.1671 Fixation 6.2108 Saccade
11 70 161068929 1 NA 6.184 Fixation 6.228 Saccade
11 70 161072931 1 NA 6.2035 Fixation 6.2459 Fixation
11 70 161076933 1 NA 6.2119 Fixation 6.2582 Fixation
11 70 161080935 1 NA 6.2197 Fixation 6.2703 Fixation
11 70 161084937 1 NA 6.2218 Fixation 6.2814 Fixation
11 70 161088939 1 NA 6.2169 Fixation 6.3016 Fixation
11 70 161092941 1 NA 6.2064 Fixation 6.3138 Fixation
11 70 161096944 1 NA 6.2072 Fixation 6.3215 Fixation
11 70 161100946 1 NA 6.2109 Fixation 6.3278 Fixation
11 70 161104948 1 NA 6.212 Fixation 6.3324 Fixation
11 70 161108949 1 NA 6.2073 Fixation 6.3382 Fixation
11 70 161112950 1 NA 6.2041 Fixation 6.3458 Fixation
11 70 161116951 1 NA 6.1967 Fixation 6.355 Fixation
11 70 161120952 1 NA 6.1905 Fixation 6.3552 Fixation
11 70 161124953 1 NA 6.1947 Fixation 6.3505 Fixation
11 70 161128954 1 NA 6.1924 Fixation 6.3541 Fixation
11 70 161132955 1 NA 6.1855 Fixation 6.3544 Fixation
11 70 161136956 1 NA 6.1818 Fixation 6.3577 Fixation
11 70 161140956 1 NA 6.1859 Fixation 6.3531 Fixation
11 70 161144955 1 NA 6.1853 Fixation 6.3524 Fixation
11 70 161148954 1 NA 6.1836 Fixation 6.3536 Fixation
11 70 161152954 1 NA 6.1789 Fixation 6.3534 Fixation
11 70 161156953 1 NA 6.1752 Fixation 6.3553 Fixation
11 70 161160953 1 NA 6.1811 Fixation 6.3557 Fixation
11 70 161164952 1 NA 6.1821 Fixation 6.3571 Fixation
11 70 161168951 1 NA 6.1849 Fixation 6.362 Fixation
11 70 161172951 1 NA 6.1891 Fixation 6.3664 Fixation
11 70 161176950 1 NA 6.1933 Fixation 6.368 Fixation
11 70 161180950 1 NA 6.1967 Fixation 6.3652 Fixation
11 70 161184949 1 NA 6.199 Fixation 6.3667 Fixation
11 70 161188948 1 NA 6.2004 Fixation 6.3656 Fixation
11 70 161192948 1 NA 6.2063 Fixation 6.3604 Fixation
11 70 161196947 1 NA 6.2077 Fixation 6.3599 Fixation
11 70 161200947 1 NA 6.2034 Fixation 6.354 Saccade
11 70 161204946 1 NA 6.2059 Fixation 6.3544 Fixation
11 70 161208946 1 NA 6.2064 Fixation 6.3482 Fixation
11 70 161212945 1 NA 6.2073 Fixation 6.3522 Fixation
11 70 161216944 1 NA 6.2146 Fixation 6.3457 Fixation
11 70 161220944 1 NA 6.2181 Fixation 6.3442 Fixation
11 70 161224943 1 NA 6.2245 Fixation 6.3466 Fixation
11 70 161228943 1 NA 6.2263 Fixation 6.3362 Fixation
11 70 161232942 1 NA 6.2264 Fixation 6.3333 Fixation
11 70 161236941 1 NA 6.2311 Fixation 6.3289 Fixation
11 70 161240941 1 NA 6.2333 Fixation 6.3215 Fixation
11 70 161244940 1 NA 6.2332 Fixation 6.3111 Fixation
11 70 161248940 1 NA 6.2372 Fixation 6.3049 Fixation
11 70 161252939 1 NA 6.2368 Fixation 6.2989 Fixation
11 70 161256938 1 NA 6.239 Fixation 6.2974 Fixation
11 70 161260938 1 NA 6.235 Fixation 6.2923 Fixation
11 70 161264937 1 NA 6.2344 Fixation 6.287 Fixation
11 70 161268937 1 NA 6.2373 Fixation 6.28 Fixation
11 70 161272936 1 NA 6.2414 Fixation 6.2743 Fixation
11 70 161276936 1 NA 6.2398 Fixation 6.2694 Fixation
11 70 161280935 1 NA 6.2399 Fixation 6.2663 Fixation
11 70 161284934 1 NA 6.2458 Fixation 6.2635 Fixation
11 70 161288934 1 NA 6.2467 Fixation 6.2652 Fixation
11 70 161292933 1 NA 6.2517 Fixation 6.262 Fixation
11 70 161296933 1 NA 6.2557 Fixation 6.2592 Fixation
11 70 161300932 1 NA 6.2579 Fixation 6.2535 Fixation
11 70 161304931 1 NA 6.2612 Fixation 6.2602 Fixation
11 70 161308931 1 NA 6.2641 Fixation 6.2603 Fixation
11 70 161312931 1 NA 6.2665 Fixation 6.2565 Fixation
11 70 161316931 1 NA 6.2628 Fixation 6.2579 Fixation
11 70 161320931 1 NA 6.2623 Fixation 6.2584 Fixation
11 70 161324931 1 NA 6.2679 Fixation 6.2582 Fixation
11 70 161328931 1 NA 6.2696 Fixation 6.2596 Fixation
11 70 161332931 1 NA 6.2669 Fixation 6.2635 Fixation
11 70 161336931 1 NA 6.2635 Fixation 6.2691 Fixation
11 70 161340931 1 NA 6.2623 Fixation 6.272 Fixation
11 70 161344931 1 NA 6.2609 Fixation 6.2766 Fixation
11 70 161348931 1 NA 6.2572 Fixation 6.281 Fixation
11 70 161352931 1 NA 6.252 Fixation 6.283 Fixation
11 70 161356930 1 NA 6.2502 Fixation 6.2839 Fixation
11 70 161360930 1 NA 6.2472 Fixation 6.288 Fixation
11 70 161364930 1 NA 6.2471 Fixation 6.2929 Fixation
11 70 161368930 1 NA 6.2414 Fixation 6.2997 Fixation
11 70 161372930 1 NA 6.2368 Fixation 6.3045 Fixation
11 70 161376929 1 NA 6.227 Fixation 6.3164 Fixation
11 70 161380929 1 NA 6.2264 Fixation 6.317 Fixation
11 70 161384929 1 NA 6.2253 Fixation 6.3201 Fixation
11 70 161388929 1 NA 6.2222 Fixation 6.3194 Fixation
11 70 161392928 1 NA 6.2181 Fixation 6.3241 Fixation
11 70 161396928 1 NA 6.2142 Fixation 6.3256 Fixation
11 70 161400928 1 NA 6.2034 Fixation 6.33 Fixation
11 70 161404928 1 NA 6.1994 Fixation 6.3299 Fixation
11 70 161408927 1 NA 6.1915 Fixation 6.3251 Fixation
11 70 161412927 1 NA 6.1832 Fixation 6.331 Fixation
11 70 161416927 1 NA 6.1747 Fixation 6.3402 Fixation
11 70 161420927 1 NA 6.1673 Fixation 6.3442 Fixation
11 70 161424927 1 NA 6.1597 Fixation 6.3416 Fixation
11 70 161428926 1 NA 6.1539 Fixation 6.3427 Fixation
11 70 161432926 1 NA 6.1492000000000004 Fixation 6.341 Fixation
11 70 161436926 1 NA 6.146 Fixation 6.3463 Fixation
11 70 161440926 1 NA 6.1426 Fixation 6.3532 Fixation
11 70 161444925 1 NA 6.1346 Fixation 6.3561 Fixation
11 70 161448925 1 NA 6.131 Fixation 6.3533 Fixation
11 70 161452925 1 NA 6.1273 Fixation 6.3535 Fixation
11 70 161456925 1 NA 6.1297 Fixation 6.359 Fixation
11 70 161460924 1 NA 6.1279 Fixation 6.3647 Fixation
11 70 161464924 1 NA 6.1349 Fixation 6.3655 Fixation
11 70 161468924 1 NA 6.1343 Fixation 6.364 Fixation
11 70 161472924 1 NA 6.1386 Fixation 6.3662 Fixation
11 70 161475400 1 Delay NA NA NA NA
11 70 161476924 1 NA 6.1391 Fixation 6.3688 Fixation
11 70 161480923 1 NA 6.1384 Fixation 6.3663 Fixation
11 70 161484923 1 NA 6.1441 Fixation 6.3619 Fixation
11 70 161488923 1 NA 6.1479 Fixation 6.3578 Fixation
11 70 161492923 1 NA 6.1479 Fixation 6.3569 Fixation
11 70 161496922 1 NA 6.1497 Fixation 6.3514 Fixation
11 70 161500922 1 NA 6.1518 Fixation 6.3471 Fixation
11 70 161504922 1 NA 6.1598 Fixation 6.3429 Fixation
11 70 161508921 1 NA 6.1621 Fixation 6.3408 Fixation
11 70 161512921 1 NA 6.1697 Fixation 6.3332 Fixation
11 70 161516920 1 NA 6.1782 Fixation 6.3289 Fixation
11 70 161520920 1 NA 6.1839 Fixation 6.3154 Fixation
11 70 161524920 1 NA 6.1882 Fixation 6.3145 Fixation
11 70 161528919 1 NA 6.1927 Fixation 6.3047 Fixation
11 70 161532919 1 NA 6.1988 Fixation 6.2898 Fixation
11 70 161536918 1 NA 6.2039 Fixation 6.2859 Fixation
11 70 161540918 1 NA 6.209 Fixation 6.2784 Fixation
11 70 161544917 1 NA 6.2148 Fixation 6.2745 Fixation
11 70 161548917 1 NA 6.2162 Fixation 6.2587 Fixation
11 70 161552916 1 NA 6.2188 Fixation 6.2513 Fixation
11 70 161556915 1 NA 6.2257 Fixation 6.2475 Fixation
11 70 161560915 1 NA 6.2295 Fixation 6.2416 Fixation
11 70 161564914 1 NA 6.2304 Fixation 6.2416 Fixation
11 70 161568914 1 NA 6.2321 Fixation 6.2442 Fixation
11 70 161572913 1 NA 6.2314 Fixation 6.2374 Fixation
11 70 161576912 1 NA 6.2287 Fixation 6.2268 Fixation
11 70 161580912 1 NA 6.2275 Fixation 6.2223 Fixation
11 70 161584911 1 NA 6.2204 Fixation 6.219 Fixation
11 70 161588911 1 NA 6.2154 Fixation 6.2197 Fixation
11 70 161592910 1 NA 6.2104 Fixation 6.2174 Fixation
11 70 161596909 1 NA 6.2097 Fixation 6.2205 Fixation
11 70 161600909 1 NA 6.2074 Fixation 6.2197 Fixation
11 70 161604908 1 NA 6.2067 Fixation 6.2175 Fixation
11 70 161608908 1 NA 6.1997 Fixation 6.2163 Fixation
11 70 161612907 1 NA 6.2002 Fixation 6.2175 Fixation
11 70 161616907 1 NA 6.1805 Fixation 6.2215 Fixation
11 70 161620906 1 NA 6.1705 Fixation 6.2271 Fixation
11 70 161624905 1 NA 6.1594 Fixation 6.2291 Fixation
11 70 161628905 1 NA 6.152 Fixation 6.2359 Fixation
11 70 161632904 1 NA 6.1373 Fixation 6.2486 Fixation
11 70 161636904 1 NA 6.1234 Fixation 6.2608 Fixation
11 70 161640903 1 NA 6.1122 Fixation 6.2651 Fixation
11 70 161644902 1 NA 6.0978 Fixation 6.2652 Fixation
11 70 161648902 1 NA 6.0894 Fixation 6.2745 Fixation
11 70 161652901 1 NA 6.0767 Fixation 6.274 Fixation
11 70 161656901 1 NA 6.0662 Fixation 6.2781 Fixation
11 70 161660900 1 NA 6.0571 Fixation 6.2833 Fixation
11 70 161664899 1 NA 6.0426 Fixation 6.284 Fixation
11 70 161668899 1 NA 6.0299 Fixation 6.2855 Fixation
11 70 161672898 1 NA 6.02 Fixation 6.2907 Fixation
11 70 161676898 1 NA 6.0115 Fixation 6.289 Fixation
11 70 161680897 1 NA 6.0023 Fixation 6.2853 Fixation
11 70 161684896 1 NA 5.9943 Fixation 6.2916 Fixation
11 70 161688896 1 NA 5.9895 Fixation 6.2924 Fixation
11 70 161692895 1 NA 5.9867 Fixation 6.2933 Fixation
11 70 161696895 1 NA 5.9845 Fixation 6.2936 Fixation
11 70 161700894 1 NA 5.9887 Fixation 6.2965 Fixation
11 70 161704893 1 NA 5.9881 Fixation 6.2989 Fixation
11 70 161708891 1 NA 5.9872 Fixation 6.2982 Fixation
11 70 161712889 1 NA 5.9904 Fixation 6.2999 Fixation
11 70 161716887 1 NA 5.9875 Fixation 6.2977 Fixation
11 70 161720884 1 NA 5.9902 Fixation 6.2937 Fixation
11 70 161724882 1 NA 5.9972 Fixation 6.2925 Fixation
11 70 161728880 1 NA 6 Fixation 6.2942 Fixation
11 70 161732877 1 NA 5.9998 Fixation 6.2946 Fixation
11 70 161736875 1 NA 6 Fixation 6.2921 Fixation
11 70 161740873 1 NA 6.0056 Fixation 6.2885 Fixation
11 70 161744871 1 NA 6.009 Fixation 6.2922 Fixation
11 70 161748868 1 NA 6.0132 Fixation 6.2921 Fixation
11 70 161752862 1 NA 6.0189 Fixation 6.2933 Fixation
11 70 161756855 1 NA 6.0177 Fixation 6.2952 Fixation
11 70 161760849 1 NA 6.0136 Fixation 6.288 Fixation
11 70 161764843 1 NA 6.0168 Fixation 6.2837 Fixation
11 70 161768836 1 NA 6.0146 Fixation 6.2862 Fixation
11 70 161772830 1 NA 6.0056 Fixation 6.2877 Fixation
11 70 161776823 1 NA 5.9998 Fixation 6.2864 Fixation
11 70 161780817 1 NA 5.9946 Fixation 6.2827 Fixation
11 70 161784810 1 NA 5.9859 Fixation 6.2838 Fixation
11 70 161788804 1 NA 5.9793 Fixation 6.2896 Fixation
11 70 161792798 1 NA 5.9712 Fixation 6.2967 Fixation
11 70 161796791 1 NA 5.9691 Fixation 6.2978 Fixation
11 70 161800785 1 NA 5.9635 Fixation 6.299 Fixation
11 70 161804778 1 NA 5.9572 Fixation 6.306 Fixation
11 70 161808772 1 NA 5.9523 Fixation 6.3137 Fixation
11 70 161812765 1 NA 5.9631 Fixation 6.3207 Fixation
11 70 161816759 1 NA 5.9583 Fixation 6.3276 Fixation
11 70 161820753 1 NA 5.9561 Fixation 6.3333 Fixation
11 70 161824746 1 NA 5.9521 Fixation 6.3403 Fixation
11 70 161828740 1 NA 5.9501 Fixation 6.3428 Fixation
11 70 161832733 1 NA 5.9523 Fixation 6.3432 Fixation
11 70 161836727 1 NA 5.9529 Fixation 6.3371 Fixation
11 70 161840720 1 NA 5.9482 Fixation 6.3373 Fixation
11 70 161844714 1 NA 5.9537 Fixation 6.3367000000000004 Fixation
11 70 161848708 1 NA 5.955 Fixation 6.3329 Fixation
11 70 161852701 1 NA 5.9543 Fixation 6.3299 Fixation
11 70 161856695 1 NA 5.9541 Fixation 6.3349 Fixation
11 70 161860688 1 NA 5.9522 Fixation 6.3361 Fixation
11 70 161864682 1 NA 5.9564 Fixation 6.332 Fixation
11 70 161868675 1 NA 5.9661 Fixation 6.3289 Fixation
11 70 161872669 1 NA 5.9768 Fixation 6.3306 Fixation
11 70 161876663 1 NA 5.9892 Fixation 6.3317 Fixation
11 70 161880656 1 NA 5.9928 Fixation 6.3283 Fixation
11 70 161884650 1 NA 5.9953 Fixation 6.3281 Fixation
11 70 161888643 1 NA 6.0008 Fixation 6.3254 Fixation
11 70 161892637 1 NA 5.9998 Fixation 6.3289 Fixation
11 70 161896630 1 NA 6.0052 Fixation 6.323 Fixation
11 70 161900624 1 NA 6.0056 Fixation 6.3229 Fixation
11 70 161904618 1 NA 6.0078 Fixation 6.3226 Fixation
11 70 161908616 1 NA 6.0084 Fixation 6.3265 Fixation
11 70 161912615 1 NA 6.0172 Fixation 6.3244 Fixation
11 70 161916614 1 NA 6.0205 Fixation 6.3268 Fixation
11 70 161920613 1 NA 6.0254 Fixation 6.3225 Fixation
11 70 161924612 1 NA 6.0234 Fixation 6.3206 Fixation
11 70 161928611 1 NA 6.0223 Fixation 6.3178 Fixation
11 70 161932610 1 NA 6.0284 Fixation 6.3158 Fixation
11 70 161936609 1 NA 6.0285 Fixation 6.313 Fixation
11 70 161940608 1 NA 6.0244 Fixation 6.3132 Fixation
11 70 161944607 1 NA 6.018 Fixation 6.3175 Fixation
11 70 161948606 1 NA 6.0139 Fixation 6.3187 Fixation
11 70 161952605 1 NA 6.0148 Fixation 6.3156 Fixation
11 70 161956606 1 NA 6.0085 Fixation 6.3087 Fixation
11 70 161960608 1 NA 6.0053 Fixation 6.3047 Fixation
11 70 161964610 1 NA 6.0016 Fixation 6.2975 Fixation
11 70 161968611 1 NA 5.9953 Fixation 6.2899 Fixation
11 70 161972613 1 NA 5.9909 Fixation 6.2837 Fixation
11 70 161976615 1 NA 5.9865 Fixation 6.2849 Fixation
11 70 161980616 1 NA 5.9821 Fixation 6.2805 Fixation
11 70 161984618 1 NA 5.977 Fixation 6.2812 Fixation
11 70 161988620 1 NA 5.9718 Fixation 6.2867 Fixation
11 70 161992621 1 NA 5.9697 Fixation 6.2907 Fixation
11 70 161996623 1 NA 5.964 Fixation 6.2888 Fixation
11 70 162000624 1 NA 5.9583 Fixation 6.2854 Fixation
11 70 162004626 1 NA 5.9617000000000004 Fixation 6.2884 Fixation
11 70 162008628 1 NA 5.9551 Fixation 6.2887 Fixation
11 70 162012629 1 NA 5.954 Fixation 6.293 Fixation
11 70 162016631 1 NA 5.9516 Fixation 6.2875 Fixation
11 70 162020633 1 NA 5.9493 Fixation 6.2926 Fixation
11 70 162024634 1 NA 5.9526 Fixation 6.2944 Fixation
11 70 162028636 1 NA 5.963 Fixation 6.296 Fixation
11 70 162032638 1 NA 5.9685 Fixation 6.2944 Fixation
11 70 162036639 1 NA 5.9692 Fixation 6.2993 Fixation
11 70 162040641 1 NA 5.9768 Fixation 6.3046 Fixation
11 70 162044642 1 NA 5.9766 Fixation 6.3062 Fixation
11 70 162048644 1 NA 5.9795 Fixation 6.3068 Fixation
11 70 162052646 1 NA 5.9801 Fixation 6.3079 Fixation
11 70 162056647 1 NA 5.9807 Fixation 6.3124 Fixation
11 70 162060649 1 NA 5.9828 Fixation 6.3158 Fixation
11 70 162064651 1 NA 5.9835 Fixation 6.3247 Fixation
11 70 162068652 1 NA 5.9901 Fixation 6.3326 Fixation
11 70 162072654 1 NA 5.9876 Fixation 6.3395 Fixation
11 70 162076656 1 NA 5.9896 Fixation 6.3475 Fixation
11 70 162080657 1 NA 5.9902 Fixation 6.3496 Fixation
11 70 162084659 1 NA 5.9966 Fixation 6.3524 Fixation
11 70 162088661 1 NA 6.0012 Fixation 6.3549 Fixation
11 70 162092662 1 NA 6.0053 Fixation 6.3616 Fixation
11 70 162096664 1 NA 6.0107 Fixation 6.3635 Fixation
11 70 162100665 1 NA 6.013 Fixation 6.3688 Fixation
11 70 162104667 1 NA 6.0221 Fixation 6.3674 Fixation
11 70 162108668 1 NA 6.0278 Fixation 6.3632 Fixation
11 70 162112668 1 NA 6.0418 Fixation 6.3637 Fixation
11 70 162116668 1 NA 6.0485 Fixation 6.3634 Fixation
11 70 162120669 1 NA 6.0492 Fixation 6.3675 Fixation
11 70 162124669 1 NA 6.0511 Fixation 6.3716 Fixation
11 70 162128670 1 NA 6.0661 Fixation 6.3739 Fixation
11 70 162132670 1 NA 6.0744 Fixation 6.3773 Fixation
11 70 162136670 1 NA 6.0869 Fixation 6.3819 Fixation
11 70 162140671 1 NA 6.0826 Fixation 6.3884 Fixation
11 70 162144671 1 NA 6.0762 Fixation 6.3952 Fixation
11 70 162148672 1 NA 6.0732 Fixation 6.4013 Fixation
11 70 162152672 1 NA 6.0734 Fixation 6.4037 Fixation
11 70 162156673 1 NA 6.0705 Fixation 6.4087 Fixation
11 70 162160673 1 NA 6.0622 Fixation 6.4134 Fixation
11 70 162164673 1 NA 6.0586 Fixation 6.4185 Fixation
11 70 162168673 1 NA 6.059 Fixation 6.4185 Fixation
11 70 162172673 1 NA 6.0593 Fixation 6.4262 Fixation
11 70 162176674 1 NA 6.0616 Fixation 6.427 Fixation
11 70 162180674 1 NA 6.0597 Fixation 6.4345 Fixation
11 70 162184674 1 NA 6.0577 Fixation 6.4391 Fixation
11 70 162188674 1 NA 6.0531 Fixation 6.4374 Fixation
11 70 162192674 1 NA 6.0613 Fixation 6.4427 Fixation
11 70 162196674 1 NA 6.0614 Fixation 6.4462 Fixation
11 70 162200675 1 NA 6.0606 Fixation 6.4486 Fixation
11 70 162204675 1 NA 6.06 Fixation 6.452 Fixation
11 70 162208675 1 NA 6.0547 Fixation 6.456 Fixation
11 70 162212675 1 NA 6.0502 Fixation 6.4549 Fixation
11 70 162216675 1 NA 6.0458 Fixation 6.4533 Fixation
11 70 162220676 1 NA 6.0446 Fixation 6.4553 Fixation
11 70 162224676 1 NA 6.044 Fixation 6.4523 Fixation
11 70 162228676 1 NA 6.0409 Fixation 6.4482 Fixation
11 70 162232676 1 NA 6.0356 Fixation 6.4478 Fixation
11 70 162236676 1 NA 6.0362 Fixation 6.4498 Fixation
11 70 162240676 1 NA 6.0371 Fixation 6.4435 Fixation
11 70 162244677 1 NA 6.0452 Fixation 6.4395 Fixation
11 70 162248677 1 NA 6.0456 Fixation 6.4216 Fixation
11 70 162252677 1 NA 6.0505 Fixation 6.4225 Fixation
11 70 162256677 1 NA 6.0557 Fixation 6.4208 Fixation
11 70 162260677 1 NA 6.0566 Fixation 6.4148 Fixation
11 70 162264678 1 NA 6.062 Fixation 6.4112 Fixation
11 70 162268678 1 NA 6.0671 Fixation 6.4087 Fixation
11 70 162272678 1 NA 6.0703 Fixation 6.4152 Fixation
11 70 162276678 1 NA 6.0736 Fixation 6.4119 Fixation
11 70 162280678 1 NA 6.0776 Fixation 6.4149 Fixation
11 70 162284678 1 NA 6.0817 Fixation 6.4161 Fixation
11 70 162288679 1 NA 6.0823 Fixation 6.419 Fixation
11 70 162292679 1 NA 6.0839 Fixation 6.4175 Fixation
11 70 162296679 1 NA 6.0804 Fixation 6.4157 Fixation
11 70 162300679 1 NA 6.0799 Fixation 6.4205 Fixation
11 70 162304679 1 NA 6.0745 Fixation 6.4237 Fixation
11 70 162308680 1 NA 6.0708 Fixation 6.4256 Fixation
11 70 162312680 1 NA 6.0665 Fixation 6.428 Fixation
11 70 162316680 1 NA 6.0597 Fixation 6.4382 Fixation
11 70 162320680 1 NA 6.0609 Fixation 6.4405 Fixation
11 70 162324681 1 NA 6.0585 Fixation 6.4477 Fixation
11 70 162328681 1 NA 6.0528 Fixation 6.4542 Fixation
11 70 162332681 1 NA 6.0564 Fixation 6.4619 Fixation
11 70 162336682 1 NA 6.0494 Fixation 6.4677 Fixation
11 70 162340682 1 NA 6.0459 Fixation 6.4762 Fixation
11 70 162344682 1 NA 6.0373 Fixation 6.4836 Fixation
11 70 162348682 1 NA 6.0309 Fixation 6.4848 Fixation
11 70 162352683 1 NA 6.0306 Fixation 6.4903 Fixation
11 70 162356683 1 NA 6.0267 Fixation 6.4881 Fixation
11 70 162360683 1 NA 6.0213 Fixation 6.493 Fixation
11 70 162364686 1 NA 6.0215 Fixation 6.4919 Fixation
11 70 162368689 1 NA 6.0239 Fixation 6.4924 Fixation
11 70 162372692 1 NA 6.023 Fixation 6.4937 Fixation
11 70 162376695 1 NA 6.0212 Fixation 6.4865 Fixation
11 70 162380698 1 NA 6.0365 Fixation 6.4841 Fixation
11 70 162384701 1 NA 6.0396 Fixation 6.4814 Fixation
11 70 162388704 1 NA 6.0359 Fixation 6.4794 Fixation
11 70 162392707 1 NA 6.034 Fixation 6.4789 Fixation
11 70 162396710 1 NA 6.0323 Fixation 6.4764 Fixation
11 70 162400713 1 NA 6.0376 Fixation 6.4786 Fixation
11 70 162404716 1 NA 6.0452 Fixation 6.4812 Fixation
11 70 162408719 1 NA 6.0547 Fixation 6.4718 Fixation
11 70 162412722 1 NA 6.0616 Fixation 6.4643 Fixation
11 70 162416725 1 NA 6.0674 Fixation 6.4586 Fixation
11 70 162420728 1 NA 6.0725 Fixation 6.4594 Fixation
11 70 162424731 1 NA 6.0809 Fixation 6.4641 Fixation
11 70 162428734 1 NA 6.0914 Fixation 6.4614 Fixation
11 70 162432737 1 NA 6.1027 Fixation 6.4591 Fixation
11 70 162436740 1 NA 6.1103 Fixation 6.4573 Fixation
11 70 162440742 1 NA 6.1174 Fixation 6.4545 Fixation
11 70 162444745 1 NA 6.1308 Fixation 6.4483 Fixation
11 70 162448748 1 NA 6.1425 Fixation 6.4389 Fixation
11 70 162452751 1 NA 6.1518 Fixation 6.4313 Fixation
11 70 162456754 1 NA 6.1637 Fixation 6.4286 Fixation
11 70 162460757 1 NA 6.1692 Fixation 6.4261 Fixation
11 70 162464760 1 NA 6.1757 Fixation 6.4234 Fixation
11 70 162468763 1 NA 6.1821 Fixation 6.4252 Fixation
11 70 162472766 1 NA 6.1918 Fixation 6.4258 Fixation
11 70 162476769 1 NA 6.2041 Fixation 6.4254 Fixation
11 70 162480772 1 NA 6.2064 Fixation 6.4273 Fixation
11 70 162484775 1 NA 6.2087 Fixation 6.4178 Fixation
11 70 162488778 1 NA 6.2115 Fixation 6.4124 Fixation
11 70 162492781 1 NA 6.217 Fixation 6.4111 Fixation
11 70 162496784 1 NA 6.2256 Fixation 6.4128 Fixation
11 70 162500787 1 NA 6.2247 Fixation 6.4107 Fixation
11 70 162504790 1 NA 6.2292 Fixation 6.4087 Fixation
11 70 162508791 1 NA 6.2301 Fixation 6.4022 Fixation
11 70 162512791 1 NA 6.2339 Fixation 6.3989 Fixation
11 70 162516792 1 NA 6.237 Fixation 6.398 Fixation
11 70 162520793 1 NA 6.2408 Fixation 6.3944 Fixation
11 70 162524794 1 NA 6.2446 Fixation 6.3841 Fixation
11 70 162528795 1 NA 6.2489 Fixation 6.3752 Fixation
11 70 162532796 1 NA 6.2526 Fixation 6.3668 Fixation
11 70 162536797 1 NA 6.2583 Fixation 6.3589 Fixation
11 70 162540797 1 NA 6.262 Fixation 6.3476 Fixation
11 70 162544798 1 NA 6.2635 Fixation 6.3368 Fixation
11 70 162548799 1 NA 6.268 Fixation 6.3346 Fixation
11 70 162552800 1 NA 6.2733 Fixation 6.3282 Fixation
11 70 162556801 1 NA 6.2842 Fixation 6.3256 Fixation
11 70 162560802 1 NA 6.2831 Fixation 6.3185 Fixation
11 70 162564803 1 NA 6.2885 Fixation 6.32 Fixation
11 70 162568802 1 NA 6.298 Fixation 6.3224 Fixation
11 70 162572802 1 NA 6.2991 Fixation 6.3123 Fixation
11 70 162576802 1 NA 6.3058 Fixation 6.3046 Fixation
11 70 162580802 1 NA 6.3087 Fixation 6.3097 Fixation
11 70 162584802 1 NA 6.3105 Fixation 6.3053 Fixation
11 70 162588802 1 NA 6.3071 Fixation 6.3038 Fixation
11 70 162592802 1 NA 6.3088 Fixation 6.2986 Fixation
11 70 162596801 1 NA 6.309 Fixation 6.2927 Fixation
11 70 162600801 1 NA 6.3064 Fixation 6.2883 Fixation
11 70 162604801 1 NA 6.3132 Fixation 6.2833 Fixation
11 70 162608801 1 NA 6.3059 Fixation 6.2783 Fixation
11 70 162612801 1 NA 6.3032 Fixation 6.281 Fixation
11 70 162616801 1 NA 6.3051 Fixation 6.2803 Fixation
11 70 162620801 1 NA 6.306 Fixation 6.282 Fixation
11 70 162624800 1 NA 6.3098 Fixation 6.2768 Fixation
11 70 162628800 1 NA 6.3099 Fixation 6.2833 Fixation
11 70 162632800 1 NA 6.3131 Fixation 6.2801 Fixation
11 70 162636800 1 NA 6.3094 Fixation 6.2856 Fixation
11 70 162640800 1 NA 6.3102 Fixation 6.2828 Fixation
11 70 162644800 1 NA 6.3103 Fixation 6.2802 Fixation
11 70 162648800 1 NA 6.31 Fixation 6.2813 Fixation
11 70 162652799 1 NA 6.3109 Fixation 6.2788 Fixation
11 70 162656799 1 NA 6.3094 Fixation 6.2874 Fixation
11 70 162660799 1 NA 6.315 Fixation 6.2893 Fixation
11 70 162664799 1 NA 6.3196 Fixation 6.2872 Fixation
11 70 162668799 1 NA 6.3206 Fixation 6.2866 Fixation
11 70 162672799 1 NA 6.321 Fixation 6.2858 Fixation
11 70 162676799 1 NA 6.3207 Fixation 6.2871 Fixation
11 70 162680798 1 NA 6.3224 Fixation 6.288 Fixation
11 70 162684798 1 NA 6.3219 Fixation 6.2995 Fixation
11 70 162688798 1 NA 6.3234 Fixation 6.3094 Fixation
11 70 162692798 1 NA 6.3156 Fixation 6.3253 Fixation
11 70 162696798 1 NA 6.3132 Fixation 6.3399 Fixation
11 70 162700798 1 NA 6.31 Fixation 6.3521 Fixation
11 70 162704798 1 NA 6.3111 Fixation 6.3626 Fixation
11 70 162708797 1 NA 6.305 Fixation 6.3802 Fixation
11 70 162712796 1 NA 6.2989 Fixation 6.3903 Fixation
11 70 162716796 1 NA 6.2968 Fixation 6.4025 Fixation
11 70 162720795 1 NA 6.2917 Fixation 6.4108 Fixation
11 70 162724795 1 NA 6.286 Fixation 6.4254 Fixation
11 70 162728794 1 NA 6.2856 Fixation 6.4356 Fixation
11 70 162732794 1 NA 6.279 Fixation 6.4408 Fixation
11 70 162736793 1 NA 6.2733 Fixation 6.4462 Fixation
11 70 162740792 1 NA 6.2655 Fixation 6.4512 Fixation
11 70 162744792 1 NA 6.2567 Fixation 6.4485 Fixation
11 70 162748791 1 NA 6.2484 Fixation 6.4439 Fixation
