Subject Head_Dist.cm Time Trial Message L_Pupil_Diameter.mm L_Event R_Pupil_Diameter.mm R_Event L_Missing.Total R_Missing.Total Stimulus PreTrial
11 70 0 1 "ISI 1" NA NA NA NA 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 1.365 1 NA 5.955 Fixation 6.1526 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 5.371 1 NA 5.954 Fixation 6.1628 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 9.377 1 NA 5.9575 Fixation 6.1647 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 13.383 1 NA 5.9587 Fixation 6.1608 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 17.389 1 NA 5.9617000000000004 Fixation 6.1577 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 21.395 1 NA 5.9627 Fixation 6.1655 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 25.401 1 NA 5.9613 Fixation 6.1596 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 29.406 1 NA 5.9635 Fixation 6.1595 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 33.407 1 NA 5.9603 Fixation 6.1574 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 37.407 1 NA 5.9585 Fixation 6.1666 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 41.408 1 NA 5.9545 Fixation 6.1669 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 45.408 1 NA 5.9559 Fixation 6.1631 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 49.408 1 NA 5.9528 Fixation 6.1647 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 53.409 1 NA 5.9531 Fixation 6.1772 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 57.409 1 NA 5.9508 Fixation 6.1787 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 61.41 1 NA 5.9526 Fixation 6.1753 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 65.41 1 NA 5.9542 Fixation 6.1785 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 69.41 1 NA 5.9527 Fixation 6.1871 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 73.411 1 NA 5.9497 Fixation 6.1848 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 77.411 1 NA 5.952 Fixation 6.1791 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 81.412 1 NA 5.9515 Fixation 6.1797 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 85.412 1 NA 5.9501 Fixation 6.181 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 89.412 1 NA 5.946 Fixation 6.1786 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 93.413 1 NA 5.9489 Fixation 6.1744 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 97.413 1 NA 5.9436 Fixation 6.1794 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 101.414 1 NA 5.9431 Fixation 6.1802 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 105.414 1 NA 5.9473 Fixation 6.1828 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 109.414 1 NA 5.9454 Fixation 6.1764 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 113.415 1 NA 5.9461 Fixation 6.1769 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 117.415 1 NA 5.9472 Fixation 6.1732 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 121.416 1 NA 5.9454 Fixation 6.1788 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 125.416 1 NA 5.937 Fixation 6.1808 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 129.416 1 NA 5.939 Fixation 6.1735 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 133.417 1 NA 5.9391 Fixation 6.1723 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 137.417 1 NA 5.9406 Fixation 6.1777 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 141.418 1 NA 5.9467 Fixation 6.1778 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 145.418 1 NA 5.9482 Fixation 6.1765 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 149.418 1 NA 5.9514 Fixation 6.1743 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 153.419 1 NA 5.9531 Fixation 6.1752 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 157.419 1 NA 5.9534 Fixation 6.1825 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 161.42 1 NA 5.954 Fixation 6.1812 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 165.42 1 NA 5.954 Fixation 6.1846 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 169.42 1 NA 5.955 Fixation 6.1755 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 173.421 1 NA 5.9484 Fixation 6.1688 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 177.421 1 NA 5.9438 Fixation 6.1689 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 181.422 1 NA 5.9425 Fixation 6.1661 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 185.422 1 NA 5.9344 Fixation 6.1649 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 189.422 1 NA 5.9286 Fixation 6.1627 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 193.423 1 NA 5.9261 Fixation 6.1663 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 197.423 1 NA 5.9242 Fixation 6.1718 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 201.424 1 NA 5.9254 Fixation 6.1814 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 205.424 1 NA 5.929 Fixation 6.1941 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 209.424 1 NA 5.9303 Fixation 6.2013 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 213.425 1 NA 5.9355 Fixation 6.2095 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 217.425 1 NA 5.9352 Fixation 6.2118 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 221.426 1 NA 5.935 Fixation 6.2171 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 225.426 1 NA 5.9341 Fixation 6.2179 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 229.426 1 NA 5.936 Fixation 6.2131 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 233.426 1 NA 5.9408 Fixation 6.2041 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 237.424 1 NA 5.9438 Fixation 6.1965 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 241.422 1 NA 5.9483 Fixation 6.1927 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 245.42 1 NA 5.9508 Fixation 6.1879 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 249.417 1 NA 5.9458 Fixation 6.1875 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 253.415 1 NA 5.943 Fixation 6.1897 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
