Subject	Head_Dist.cm	Time	Trial	Message	Pupils.r	Pupil_Diameter.mm	Missing.Total	Eye_Event	Stimulus	PreTrial	PreTarget	Target	Pupil_Diameter_bc.mm
11	70	1380	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1400	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1420	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1440	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1460	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1480	1	NA	0.248534260787851	NA	0.279398178698693	Saccade	Stimulus	0	0	1	NA
11	70	1500	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1520	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1540	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1560	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1580	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1600	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1620	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1640	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1660	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1680	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1700	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1720	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1740	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1760	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1780	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1800	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1820	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1840	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1860	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1880	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1900	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1920	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1940	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1960	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	1980	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	2000	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2020	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2040	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2060	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2080	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2100	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2120	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2140	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2160	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2180	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2200	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2220	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2240	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2260	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2280	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2300	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2320	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2340	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2360	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2380	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2400	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2420	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2440	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2460	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2480	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	2500	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2520	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2540	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2560	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2580	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2600	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2620	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2640	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2660	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2680	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2700	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2720	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2740	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2760	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2780	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2800	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2820	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2840	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2860	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2880	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2900	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2920	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2940	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2960	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	2980	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	3000	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3020	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3040	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3060	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3080	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3100	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3120	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3140	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3160	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3180	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3200	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3220	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3240	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3260	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3280	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3300	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3320	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3340	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3360	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3380	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3400	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3420	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3440	1	NA	0.248534260787851	NA	0.279398178698693	NA	Stimulus	0	0	1	NA
11	70	3460	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3480	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3500	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3520	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3540	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3560	1	NA	0.248534260787851	NA	0.279398178698693	Blink	Stimulus	0	0	1	NA
11	70	3580	1	NA	0.248534260787851	NA	0.279398178698693	Saccade	Stimulus	0	0	1	NA
11	70	3600	1	NA	0.248534260787851	NA	0.279398178698693	Saccade	Stimulus	0	0	1	NA
11	70	3620	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3640	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3660	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3680	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3700	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3720	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3740	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3760	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3780	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3800	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3820	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3840	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3860	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3880	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3900	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3920	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3940	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3960	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	3980	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	4000	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4020	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4040	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4060	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4080	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4100	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4120	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4140	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4160	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4180	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4200	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4220	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4240	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4260	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4280	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4300	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4320	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4340	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4360	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4380	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4400	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4420	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4440	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4460	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4480	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 2	0	0	1	NA
11	70	4500	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4520	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4540	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4560	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4580	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4600	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4620	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4640	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4660	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4680	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4700	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4720	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4740	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4760	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4780	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4800	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4820	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4840	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4860	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4880	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4900	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4920	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4940	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4960	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	4980	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	ISI 1	0	0	1	NA
11	70	5000	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5020	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5040	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5060	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5080	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5100	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5120	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5140	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5160	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5180	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5200	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5220	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5240	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5260	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5280	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5300	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5320	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5340	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5360	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5380	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5400	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
11	70	5420	1	NA	0.248534260787851	NA	0.279398178698693	Fixation	Stimulus	0	0	1	NA
